id,mls_number,coordinates_source,coordinates_geohash,latitude,longitude,title,home_type,sub_type,offer,status,banner_id,property_class,property_type,unit_name,unit_number,corporation_number,corporation_jurisdiction,asking_price,advertise_permission,featured,exclusive,promoted,building_id,building_age_max,building_age,address_id,street_id,neighbourhood_id,neighbourhood_name,sublocality_id,sublocality_name,locality_id,locality_name,locality_parent_id,locality_parent_name,locality_grandparent_id,locality_grandparent_name,province_id,province_name,country_id,country_name,url,tax,tax_year,bedrooms,bedrooms_plus,bed_type,bed_type_num,bathrooms,furnished,parking_spots,parking_type,locker_type,sqft_min,sqft_max,sqft,sqft_source,lot_size,lot_front,lot_depth,pin_to_front,ranking,maintenance_fee,photo_count,photo_version,photo_base_url,pool,furnished_id,property_class_name,entry_date,entry_date_unix,street_name,brokerage,brokerage_id,brokerage_name,date_available,date_available_period,exposure,outdoor_space,pets_permitted,created_at,source_timestamp,slogan,has_locker,has_balcony,amenities,tags,title_to_land,filter_type,filter_value,type,subtitle,open_houses,_geoloc,objectID,_highlightResult
682797,C5439436,Address,dpz82ur711qe5w3eudhv,43.6615635,-79.4101579,Suite 3 - 662 Bathurst St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,Suite 3,3,2882,TSCC,2395000,1,0,0,0,,,,268472,9554,863,Little Italy,19,West End,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/662-bathurst-street-toronto,0,2021,3,1,3+1,3.1,3,No,2,Owned,None,1800,1999,,,,,,,,245.85,40,3,https://shared-s3.property.ca/public/images/listings/optimized/c5439436/mls/,None,,,2021-11-23,1637683264,Bathurst Street,"HOMELIFE REGIONAL REALTY LTD., BROKERAGE",,,Immediate/Tba,2021-Nov,SE,Terrace,Restrictions,2021-11-23 15:29:10,2021-11-23 15:47:11,,0,1,"['BBQ Permitted', 'Rooftop Deck']",[],,mls_number,C5439436,SearchListing,C5439436 | For Sale,[],"{'lat': 43.6615635, 'lng': -79.4101579}",C5439436,"{'mls_number': {'value': 'C5439436', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': 'Suite 3 - 662 Bathurst St', 'matchLevel': 'none', 'matchedWords': []}}"
683211,W5439746,Address,dpz2wc426beb64s4cj6j,43.6871794,-79.5048436,1403 - 75 Emmett Ave,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1403,09,255,YCC,649900,1,0,0,0,1861,45,45,1967975,54279,849,Mount Dennis,18,York Crosstown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/the-winston-house-75-emmett-ave/unit-1403-W5439746,1677.22,2021,3,1,3+1,3.1,2,No,1,Underground,Exclusive,1600,1799,0,Calculated,,,,,,1009.15,30,2,https://shared-s3.property.ca/public/images/listings/optimized/w5439746/mls/,None,,,2021-11-23,1637682089,Emmett Avenue,"ROYAL LEPAGE SUPREME REALTY, BROKERAGE",,,March/Tba,2022-Mar,S,Open Balcony,Restrictions,2021-11-23 18:29:13,2021-12-02 15:26:10,,1,1,"['Pets', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Tennis Court', 'Indoor Pool', 'Concierge', 'Gym', 'Meeting Room', 'Party Room', 'Rec Room', 'Visitor Parking', 'Enter Phone System']",['High-Rise'],,mls_number,W5439746,SearchListing,W5439746 | For Sale,[],"{'lat': 43.6871794, 'lng': -79.5048436}",W5439746,"{'mls_number': {'value': 'W5439746', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1403 - 75 Emmett Ave', 'matchLevel': 'none', 'matchedWords': []}}"
682847,C5439492,Address,dpz896u8j0skpg2qq7tb,43.6967502,-79.3917929,251 - 139 Merton Street St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,251,38,1339,MTCC,635000,1,0,0,0,169,21,21,288892,10960,882,Mount Pleasant West,21,Midtown | Central,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/the-metro-119-merton-st-139-merton-st/unit-251-C5439492,1936.9,2021,1,,1,1,2,No,1,Underground,Owned,500,599,570,Calculated,,,,,,486.88,20,2,https://shared-s3.property.ca/public/images/listings/optimized/c5439492/mls/,None,,,2021-11-23,1637682080,Merton Street,"SUTTON GROUP - OLD MILL LINDA TICKINS INC., BROKERAGE",,,30-60 Days/Fle,2021-Dec,N,Juliet Balcony,Restrictions,2021-11-23 16:09:10,2021-11-26 15:14:03,,1,1,"['Car Wash', 'Party Room', 'Security System', 'Visitor Parking', 'Public Transit', 'BBQ Permitted', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'FibreStream Internet']","['Loft', 'Soft Loft', 'Mid-Rise']",,mls_number,C5439492,SearchListing,C5439492 | For Sale,[],"{'lat': 43.6967502, 'lng': -79.3917929}",C5439492,"{'mls_number': {'value': 'C5439492', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '251 - 139 Merton Street St', 'matchLevel': 'none', 'matchedWords': []}}"
683827,C5440164,Address,dpz865ef7wgmtcx5n0e4,43.6573448,-79.3599297,606 - 90 Sumach St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,606,06,1235,MTCC,1800000,1,0,0,0,17,22,22,598295,11336,742,Regent Park,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/brewery-lofts-90-sumach-st/unit-606-C5440164,5511.33,2021,1,1,1+1,1.1,2,No,1,Underground,Ensuite,1600,1799,1618,Calculated,,,,,,948.61,37,2,https://shared-s3.property.ca/public/images/listings/optimized/c5440164/mls/,None,,,2021-11-23,1637682076,Sumach Street,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",,,Flexible/Tbd,2021-Nov,S,Open Balcony,Restrictions,2021-11-24 00:49:09,2021-11-24 15:27:20,,1,1,"['BBQ Permitted', 'Bike Storage', 'Party Room', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pets', 'Public Transit']","['Loft', 'Soft Loft', 'Hard Loft', 'Mid-Rise']",,mls_number,C5440164,SearchListing,C5440164 | For Sale,[],"{'lat': 43.6573448, 'lng': -79.3599297}",C5440164,"{'mls_number': {'value': 'C5440164', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '606 - 90 Sumach St', 'matchLevel': 'none', 'matchedWords': []}}"
682827,C5439481,Address,dpz892eqxpt54c73mepk,43.6855437,-79.3934229,509 - 1 Balmoral Ave,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,509,9,1205,MTCC,1775000,1,0,0,0,894,23,23,286584,10858,871,Yonge-St. Clair,21,Midtown | Central,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/one-balmoral-1-balmoral-ave/unit-509-C5439481,9348.5,2021,3,,3,3,2,No,1,Underground,Owned,1600,1799,1652,Calculated,,,,,,1626.75,27,2,https://shared-s3.property.ca/public/images/listings/optimized/c5439481/mls/,None,,,2021-11-23,1637682074,Balmoral Avenue,"ROYAL LEPAGE REAL ESTATE SERVICES HEAPS ESTRIN TEAM, BROKERAGE",,,30-60 Days,2021-Dec,E,Open Balcony,Restrictions,2021-11-23 15:49:12,2021-11-23 15:34:57,,1,1,"['Concierge', 'Guest Suites', 'Gym', 'Party Room', 'Security System', 'Visitor Parking', 'Pets', 'Public Transit', 'Meeting Room', 'Parking Garage', 'Security Guard']",[],,mls_number,C5439481,SearchListing,C5439481 | For Sale,[],"{'lat': 43.6855437, 'lng': -79.3934229}",C5439481,"{'mls_number': {'value': 'C5439481', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '509 - 1 Balmoral Ave', 'matchLevel': 'none', 'matchedWords': []}}"
682831,C5439459,Address,dpz8cxmruf7cck7x6gmf,43.7667541,-79.3797883,TH 6 - 18 Greenbriar Rd,Townhouse,Townhouse,Sale,Active,,Condo,Condo Townhouse,Th 6,06,2826,TSCC,1625000,1,0,0,0,11588,0,0,146033,7825,828,Bayview Village,17,North York,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/briar-towns-17-18-greenbriar-rd-25-35-dervock-crescent/unit-Th6-C5439459,0,2020,3,1,3+1,3.1,3,No,2,Underground,Ensuite,2000,2249,,,,,,,,568,40,2,https://shared-s3.property.ca/public/images/listings/optimized/c5439459/mls/,None,,,2021-11-23,1637682074,Greenbriar Road,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",,,Immediate,2021-Nov,W,Terrace,Restrictions,2021-11-23 15:49:13,2021-11-23 15:21:59,,1,1,[],[],,mls_number,C5439459,SearchListing,C5439459 | For Sale,[],"{'lat': 43.7667541, 'lng': -79.3797883}",C5439459,"{'mls_number': {'value': 'C5439459', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': 'TH 6 - 18 Greenbriar Rd', 'matchLevel': 'none', 'matchedWords': []}}"
682739,E5439367,Address,dpz96bn2y9f7u6d0t6gf,43.8136153,-79.3234102,205A - 275 Bamburgh Circ,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,205A,05A,726,MTCC,485000,1,0,0,0,1194,34,34,407335,13194,767,Steeles,15,Scarborough,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/vista-275-bamburgh-cir/unit-205A-E5439367,1649.18,2021,1,1,1+1,1.1,1,No,1,Underground,Owned,800,899,,,,,,,,811.83,34,2,https://shared-s3.property.ca/public/images/listings/optimized/e5439367/mls/,None,,,2021-11-23,1637679679,Bamburgh Circle,"CENTURY 21 LEADING EDGE CONDOSDEAL REALTY, BROKERAGE",,,Tba,2021-Nov,S,Open Balcony,Restrictions,2021-11-23 14:49:11,2021-11-29 14:52:08,,1,1,"['Gym', 'Indoor Pool', 'Outdoor Pool', 'Security Guard', 'Tennis Court', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Enter Phone System', 'Rec Room']",['Low-Rise'],,mls_number,E5439367,SearchListing,E5439367 | For Sale,[],"{'lat': 43.8136153, 'lng': -79.3234102}",E5439367,"{'mls_number': {'value': 'E5439367', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '205A - 275 Bamburgh Circ', 'matchLevel': 'none', 'matchedWords': []}}"
685418,C5442902,Address,dpz83g977551ftwzhv0w,43.6574957,-79.3743712,4507 - 251 Jarvis St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,4507,4507,2798,TSCC,549900,0,0,0,0,2085,1,1,315178,10668,741,Cabbagetown,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/dundas-square-gardens-251-jarvis-st-200-dundas-st-e/unit-4507-C5442902,1229,2020,,,Studio,0.1,1,No,0,Underground,None,0,499,358,Calculated,,,,,,235,16,2,https://shared-s3.property.ca/public/images/listings/optimized/c5442902/mls/,None,,,2021-11-23,1637679677,Jarvis Street,"ROYAL LEPAGE TERREQUITY COMPASS REALTY, BROKERAGE",,,Jan. 01/2022,2021-Nov,SW,Open Balcony,Restrictions,2021-11-26 18:09:17,2021-11-28 14:55:24,,0,1,"['BBQ Permitted', 'Concierge', 'Guest Suites', 'Media Room', 'Outdoor Pool', 'Rooftop Deck', 'Gym', 'Meeting Room', 'Party Room', 'Visitor Parking', 'Library', 'Outdoor Patio', 'Sundeck', 'Yoga Studio']",['High-Rise'],,mls_number,C5442902,SearchListing,C5442902 | For Sale,[],"{'lat': 43.6574957, 'lng': -79.3743712}",C5442902,"{'mls_number': {'value': 'C5442902', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '4507 - 251 Jarvis St', 'matchLevel': 'none', 'matchedWords': []}}"
682769,C5439410,Address,dpz83g977551ftwzhv0w,43.6574957,-79.3743712,530 - 251 Jarvis St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,530,30,2798,TSCC,559900,1,0,0,0,2085,1,1,315178,10668,741,Cabbagetown,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/dundas-square-gardens-251-jarvis-st-200-dundas-st-e/unit-530-C5439410,2010.24,2021,1,1,1+1,1.1,1,No,0,Underground,Owned,500,599,539,Calculated,,,,,,438.23,23,2,https://shared-s3.property.ca/public/images/listings/optimized/c5439410/mls/,None,,,2021-11-23,1637679664,Jarvis Street,"IPRO REALTY LTD., BROKERAGE",,,Bw3-7 Jan 2022,2021-Nov,NE,None,Restrictions,2021-11-23 15:09:13,2021-11-23 14:58:50,,1,0,"['Concierge', 'Gym', 'Guest Suites', 'Outdoor Pool', 'Rooftop Deck', 'Meeting Room', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Library', 'Media Room', 'Outdoor Patio', 'Sundeck', 'Yoga Studio']",['High-Rise'],,mls_number,C5439410,SearchListing,C5439410 | For Sale,[],"{'lat': 43.6574957, 'lng': -79.3743712}",C5439410,"{'mls_number': {'value': 'C5439410', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '530 - 251 Jarvis St', 'matchLevel': 'none', 'matchedWords': []}}"
682757,C5439382,Address,dpz833km2fk8z7gjreb0,43.6454752,-79.3923183,1405 - 88 Blue Jays Way,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1405,5,2603,TSCC,999000,1,0,0,0,1271,4,4,265957,10469,753,King West,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/bisha-hotel-residences-88-blue-jays-way/unit-1405-C5439382,4305.87,2021,2,,2,2,2,No,1,Underground,Owned,700,799,792,Calculated,,,,,,763.12,33,2,https://shared-s3.property.ca/public/images/listings/optimized/c5439382/mls/,None,,,2021-11-23,1637679664,Blue Jays Way,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",,,60/Tba,2022-Jan,SE,Open Balcony,Restrictions,2021-11-23 15:09:12,2021-11-23 14:41:26,,1,1,"['Concierge', 'FibreStream Internet', 'Guest Suites', 'Meeting Room', 'Outdoor Patio', 'Pets', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Visitor Parking', 'Outdoor Pool', 'Bike Storage', 'Gym', 'Party Room']",['High-Rise'],,mls_number,C5439382,SearchListing,C5439382 | For Sale,[],"{'lat': 43.6454752, 'lng': -79.3923183}",C5439382,"{'mls_number': {'value': 'C5439382', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1405 - 88 Blue Jays Way', 'matchLevel': 'none', 'matchedWords': []}}"
683657,C5440065,Address,dpz828txw9erks8gqqkd,43.6417386,-79.4233157,711W - 36 Lisgar St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,711W,10,2448,TSCC,545000,1,0,0,0,1285,6,6,235022,10093,851,Little Portugal,19,West End,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/edge-on-triangle-park-36-lisgar-st/unit-711W-C5440065,1649.74,2021,2,,2,2,1,No,1,Underground,None,0,499,487,Calculated,,,,,,453.55,16,2,https://shared-s3.property.ca/public/images/listings/optimized/c5440065/mls/,None,,,2021-11-23,1637678487,Lisgar Street,"RIGHT AT HOME REALTY INC., BROKERAGE",,,T.B.A.,2021-Nov,E,Terrace,Restrictions,2021-11-23 22:29:09,2021-11-29 14:38:37,,0,1,"['Concierge', 'Games Room', 'Guest Suites', 'Party Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Elevator', 'FibreStream Internet', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Visitor Lounge', 'Gym', 'Indoor Pool', 'Rooftop Deck']",['High-Rise'],,mls_number,C5440065,SearchListing,C5440065 | For Sale,[],"{'lat': 43.6417386, 'lng': -79.4233157}",C5440065,"{'mls_number': {'value': 'C5440065', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '711W - 36 Lisgar St', 'matchLevel': 'none', 'matchedWords': []}}"
683551,C5440000,Address,dpz89kcjdes67g93d858,43.7086965,-79.3967069,314 - 70 Roehampton Ave,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,314,14,2103,TSCC,1150000,1,0,0,0,1248,11,11,297168,11016,882,Mount Pleasant West,21,Midtown | Central,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/the-republic-south-tower-70-roehampton-ave/unit-314-C5440000,5040.86,2021,2,,2,2,3,No,1,Underground,Owned,1200,1399,1255,Calculated,,,,,,734.5,27,5,https://shared-s3.property.ca/public/images/listings/optimized/c5440000/mls/,None,,,2021-11-23,1637678480,Roehampton Avenue,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",,,30 Days/Tba,2021-Dec,SE,Open Balcony,Restrictions,2021-11-23 21:29:10,2021-11-26 14:24:16,,1,1,"['Concierge', 'Games Room', 'Guest Suites', 'Gym', 'Party Room', 'Sauna', 'Visitor Parking', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Indoor Pool', 'Outdoor Patio']",['High-Rise'],,mls_number,C5440000,SearchListing,C5440000 | For Sale,[],"{'lat': 43.7086965, 'lng': -79.3967069}",C5440000,"{'mls_number': {'value': 'C5440000', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '314 - 70 Roehampton Ave', 'matchLevel': 'none', 'matchedWords': []}}"
682617,C5439292,Address,dpz8328bqh59e990udgf,43.6405065,-79.3969011,1712 - 15 Iceboat Terr,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1712,20,2157,TSCC,649000,1,0,0,0,822,10,10,263815,10392,752,CityPlace,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/parade-cityplace-15-iceboat-terr-10-capreol-crt/unit-1712-C5439292,2199.65,2021,1,,1,1,1,No,1,Underground,None,600,699,628,Calculated,,,,,,503.42,22,2,https://shared-s3.property.ca/public/images/listings/optimized/c5439292/mls/,None,,,2021-11-23,1637677316,Iceboat Terrace,"RIGHT AT HOME REALTY INC., BROKERAGE",,,Flex,2021-Nov,NW,Open Balcony,Restrictions,2021-11-23 13:09:15,2021-11-23 13:52:30,,0,1,"['Gym', 'Games Room', 'Guest Suites', 'Indoor Pool', 'Sauna', 'Beanfield Fibre Available', 'Concierge', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Security Guard', 'Visitor Parking', 'Rooftop Deck', 'Squash Court', 'Billiards / Table Tennis Room', 'Media Room', 'Outdoor Child Play Area', 'Pet Spa', 'Spa', 'Yoga Studio']",['High-Rise'],,mls_number,C5439292,SearchListing,C5439292 | For Sale,[],"{'lat': 43.6405065, 'lng': -79.3969011}",C5439292,"{'mls_number': {'value': 'C5439292', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1712 - 15 Iceboat Terr', 'matchLevel': 'none', 'matchedWords': []}}"
682975,C5439606,Address,dpz86h1py7c95u6qzb9j,43.6610187,-79.3635907,801 - 260 Sackville St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,801,01,2178,TSCC,709900,1,0,0,0,1416,10,10,319444,11346,742,Regent Park,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/one-park-west-260-sackville-st/unit-801-C5439606,2285.19,2021,1,1,1+1,1.1,2,No,1,Underground,Owned,700,799,700,Calculated,,,,,,627.41,20,2,https://shared-s3.property.ca/public/images/listings/optimized/c5439606/mls/,None,,,2021-11-23,1637677304,Sackville Street,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",,,Tba,2021-Nov,W,Open Balcony,Restrictions,2021-11-23 17:09:09,2021-12-01 14:01:57,,1,1,"['Concierge', 'Gym', 'Party Room', 'Visitor Parking', 'Rooftop Deck', 'Business Centre (WiFi)', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security System', 'FibreStream Internet', 'Bike Storage', 'Games Room', 'Sauna']",['High-Rise'],,mls_number,C5439606,SearchListing,C5439606 | For Sale,[],"{'lat': 43.6610187, 'lng': -79.3635907}",C5439606,"{'mls_number': {'value': 'C5439606', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '801 - 260 Sackville St', 'matchLevel': 'none', 'matchedWords': []}}"
683195,E5439745,Address,dpz9ndb1vf17d5vghdsc,43.7849492,-79.1672319,22 - 6157 Kingston Rd,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,22,22,1042,MTCC,749000,1,0,0,0,8599,28,28,456756,6632,784,Centennial Scarborough,15,Scarborough,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/6157-kingston-townhomes-6157-kingston-rd/unit-22-E5439745,2456.27,2021,3,,3,3,4,No,2,Garage,None,1400,1599,0,Calculated,,,,,,313.7,18,2,https://shared-s3.property.ca/public/images/listings/optimized/e5439745/mls/,None,,,2021-11-23,1637677275,Kingston Road,"ROYAL LEPAGE NEW CONCEPT, BROKERAGE",,,60-90 Days,2022-Jan,S,None,Restrictions,2021-11-23 18:29:12,2021-11-27 14:19:01,,0,0,"['Visitor Parking', 'BBQ Permitted']",['Low-Rise'],,mls_number,E5439745,SearchListing,E5439745 | For Sale,[],"{'lat': 43.7849492, 'lng': -79.1672319}",E5439745,"{'mls_number': {'value': 'E5439745', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '22 - 6157 Kingston Rd', 'matchLevel': 'none', 'matchedWords': []}}"
682795,C5439430,Address,dpz890dyyhh3q3dh621j,43.6855676,-79.4051397,207 - 235 St Clair Ave W,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,207,7,20,YCC,1199000,1,0,0,0,3944,51,51,283717,9598,872,Casa Loma,21,Midtown | Central,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/the-dunvegan-condos-235-st-clair-ave-w/unit-207-C5439430,3317.8,2021,2,,2,2,2,No,1,Underground,Exclusive,1200,1399,,,,,,0,,1162.02,29,7,https://shared-s3.property.ca/public/images/listings/optimized/c5439430/mls/,None,,,2021-11-23,1637676082,Saint Clair Avenue West,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",,,Tbd,2021-Nov,S,Open Balcony,Restrictions,2021-11-23 15:29:09,2021-11-30 13:40:57,,1,1,"['Bike Storage', 'Gym', 'Sauna', 'Security System', 'Visitor Parking', 'Pet Restriction', 'BBQ Permitted']",['Mid-Rise'],,mls_number,C5439430,SearchListing,C5439430 | For Sale,[],"{'lat': 43.6855676, 'lng': -79.4051397}",C5439430,"{'mls_number': {'value': 'C5439430', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '207 - 235 St Clair Ave W', 'matchLevel': 'none', 'matchedWords': []}}"
682687,C5439324,Address,dpz83tupqpbpmhjug9bk,43.6705684,-79.3814562,507 - 100 Hayden St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,507,07,1655,TSCC,599900,0,0,0,0,870,16,16,276315,10679,748,Yonge and Bloor,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/bloor-walk-100-hayden-st/unit-507-C5439324,2450.17,2021,2,,2,2,2,No,0,Underground,Owned,700,799,778,Calculated,,,,,,728.81,24,7,https://shared-s3.property.ca/public/images/listings/optimized/c5439324/mls/,None,,,2021-11-23,1637676069,Hayden Street,"RARE REAL ESTATE, BROKERAGE",,,Tba,2021-Nov,SE,Open Balcony,Restrictions,2021-11-23 14:09:24,2021-11-25 13:57:44,,1,1,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Rooftop Deck', 'Public Transit', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Guest Suites', 'Rec Room', 'Squash Court', 'Visitor Parking']",['High-Rise'],,mls_number,C5439324,SearchListing,C5439324 | For Sale,[],"{'lat': 43.6705684, 'lng': -79.3814562}",C5439324,"{'mls_number': {'value': 'C5439324', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '507 - 100 Hayden St', 'matchLevel': 'none', 'matchedWords': []}}"
683919,C5440231,Address,dpz83q9t1x48hy5v4q22,43.6742968,-79.3960655,205 - 151 Avenue Rd W,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,205,05,2816,TSCC,845000,1,0,0,0,2028,1,1,275476,10605,760,Yorkville,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/avenue-151-yorkville-143-avenue-rd-151-avenue-rd/unit-205-C5440231,0,2021,1,1,1+1,1.1,1,No,0,Underground,None,600,699,657,Calculated,,,,,,569.35,35,2,https://shared-s3.property.ca/public/images/listings/optimized/c5440231/mls/,None,,,2021-11-23,1637673719,Avenue Road,"RE/MAX CONDOS PLUS CORPORATION, BROKERAGE",,,Vacant,2021-Nov,W,None,Restrictions,2021-11-24 13:09:16,2021-11-24 03:19:43,,0,0,"['Bike Storage', 'Concierge', 'Gym', 'Meeting Room', 'Party Room', 'Visitor Parking']",[],,mls_number,C5440231,SearchListing,C5440231 | For Sale,[],"{'lat': 43.6742968, 'lng': -79.3960655}",C5440231,"{'mls_number': {'value': 'C5440231', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '205 - 151 Avenue Rd W', 'matchLevel': 'none', 'matchedWords': []}}"
683753,E5440129,Address,dpz86kh7grj129x191g0,43.6603495,-79.3482653,4 Howie Ave,Townhouse,Townhouse,Sale,Active,,Freehold,,,,,,1389000,1,0,0,0,,,,322620,11507,867,South Riverdale | Leslieville,20,East End,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/4-howie-avenue-toronto,3965.48,2021,3,,3,3,2,No,0,,,0,,,,1172,13,88,,,,40,3,https://shared-s3.property.ca/public/images/listings/optimized/e5440129/mls/,None,,,2021-11-23,1637672487,Howie Avenue,"RE/MAX ULTIMATE REALTY INC., BROKERAGE",,,30/60/Tba,2021-Dec,,,,2021-11-23 23:49:09,2021-11-30 12:46:49,,,0,[],[],,mls_number,E5440129,SearchListing,E5440129 | For Sale,[],"{'lat': 43.6603495, 'lng': -79.3482653}",E5440129,"{'mls_number': {'value': 'E5440129', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '4 Howie Ave', 'matchLevel': 'none', 'matchedWords': []}}"
682783,W5439404,Address,dpz2vh753r7u5mq4uh6x,43.7495294,-79.5807822,204 - 5 Rowntree Rd,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,204,04,1066,MTCC,599900,1,0,0,0,1205,27,27,26761,3359,804,Mount Olive | Silverstone | Jamestown,16,Etobicoke,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/platinum-on-the-humber-5-rowntree-rd/unit-204-W5439404,1157.31,2021,2,1,2+1,2.1,2,No,1,Underground,Owned,1000,1199,1283,Calculated,,,,,,790.51,37,3,https://shared-s3.property.ca/public/images/listings/optimized/w5439404/mls/,None,,,2021-11-23,1637672479,Rowntree Road,"CENTURY 21 PEOPLE`S CHOICE REALTY INC., BROKERAGE",,,60 Days / Tba,2022-Jan,E,Open Balcony,No,2021-11-23 15:09:15,2021-11-29 06:28:29,,1,1,"['BBQ Permitted', 'Bike Storage', 'Games Room', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Jacuzzi', 'Outdoor Child Play Area', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Tennis Court', 'Meeting Room', 'Party Room', 'Visitor Parking']",['High-Rise'],,mls_number,W5439404,SearchListing,W5439404 | For Sale,[],"{'lat': 43.7495294, 'lng': -79.5807822}",W5439404,"{'mls_number': {'value': 'W5439404', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '204 - 5 Rowntree Rd', 'matchLevel': 'none', 'matchedWords': []}}"
